#{"t_start": 1525600847.780355, "env_id": "BowlingNoFrameskip-v4"}
r,l,t,i
32.0,2111,17.694107,2110
29.0,2106,29.098511,4216
23.0,2123,40.759641,6339
27.0,2136,52.423783,8475
24.0,2103,63.755527,10578
24.0,2131,75.273142,12709
27.0,2092,86.631269,14801
24.0,2099,98.13956,16900
26.0,2103,109.560422,19003
21.0,2102,121.034534,21105
27.0,2115,132.501478,23220
25.0,2108,143.93646,25328
18.0,2101,155.391886,27429
15.0,2128,166.930964,29557
32.0,2149,178.591658,31706
19.0,2105,189.977482,33811
24.0,2107,201.417602,35918
25.0,2112,212.849331,38030
21.0,2124,224.404884,40154
24.0,2080,235.658419,42234
21.0,2102,247.109073,44336
24.0,2112,258.796263,46448
18.0,2111,270.311424,48559
29.0,2111,281.686838,50670
30.0,2113,293.224807,52783
18.0,2094,304.702459,54877
28.0,2120,316.241548,56997
27.0,2166,328.016944,59163
30.0,2108,339.471306,61271
22.0,2106,351.004765,63377
18.0,2094,362.390512,65471
22.0,2135,374.024886,67606
21.0,2076,385.274673,69682
22.0,2127,396.828193,71809
18.0,2091,408.282437,73900
28.0,2109,419.804338,76009
27.0,2114,431.369028,78123
24.0,2084,442.818471,80207
13.0,2083,454.215073,82290
26.0,2114,465.708534,84404
32.0,2129,477.357122,86533
7.0,2071,488.693412,88604
25.0,2143,500.53278,90747
26.0,2125,512.14807,92872
27.0,2112,523.246435,94984
18.0,2069,534.208878,97053
33.0,2140,545.544191,99193
30.0,2119,556.749933,101312
23.0,2108,567.923362,103420
24.0,2085,578.842196,105505
25.0,2110,589.922853,107615
24.0,2134,601.09637,109749
12.0,2094,612.158553,111843
23.0,2114,623.373417,113957
24.0,2123,634.640756,116080
30.0,2140,645.879758,118220
12.0,2066,656.691978,120286
15.0,2106,667.88373,122392
19.0,2079,678.909613,124471
21.0,2107,690.056338,126578
10.0,2069,700.953662,128647
18.0,2095,712.16121,130742
18.0,2087,723.214956,132829
21.0,2118,734.376858,134947
33.0,2137,745.599324,137084
28.0,2107,756.641438,139191
28.0,2147,768.032559,141338
24.0,2123,779.343114,143461
19.0,2098,790.491565,145559
24.0,2107,801.676939,147666
33.0,2124,812.976092,149790
30.0,2108,824.155877,151898
19.0,2115,835.402381,154013
25.0,2119,846.539794,156132
28.0,2104,857.690317,158236
24.0,2118,868.788565,160354
25.0,2123,879.916668,162477
14.0,2087,890.948515,164564
