#{"t_start": 1525600847.7740037, "env_id": "BowlingNoFrameskip-v4"}
r,l,t,i
33.0,2095,17.608653,2094
15.0,2090,28.902744,4184
20.0,2111,40.498626,6295
30.0,2111,52.010934,8406
27.0,2130,63.516996,10536
22.0,2089,74.812329,12625
28.0,2125,86.348332,14750
30.0,2114,97.929727,16864
21.0,2096,109.333615,18960
22.0,2100,120.790385,21060
18.0,2092,132.12729,23152
33.0,2129,143.670259,25281
31.0,2135,155.309308,27416
22.0,2131,166.87858,29547
30.0,2113,178.331592,31660
21.0,2122,189.834858,33782
27.0,2117,201.326638,35899
30.0,2133,212.885295,38032
25.0,2114,224.352276,40146
25.0,2089,235.686758,42235
30.0,2104,247.14003,44339
31.0,2121,258.875066,46460
32.0,2112,270.392222,48572
25.0,2128,281.864321,50700
27.0,2112,293.397037,52812
19.0,2115,304.977861,54927
20.0,2116,316.533797,57043
17.0,2118,328.008319,59161
31.0,2107,339.459128,61268
24.0,2097,350.939394,63365
12.0,2080,362.228946,65445
21.0,2116,373.747051,67561
21.0,2087,385.081423,69648
15.0,2083,396.409041,71731
30.0,2113,407.99835,73844
24.0,2116,419.53805,75960
25.0,2120,431.128222,78080
21.0,2096,442.643659,80176
22.0,2110,454.187787,82286
27.0,2105,465.638812,84391
18.0,2101,477.139756,86492
25.0,2131,488.80737,88623
18.0,2083,500.287358,90706
25.0,2097,511.788528,92803
16.0,2091,522.867812,94894
16.0,2090,533.823832,96984
13.0,2086,544.893392,99070
26.0,2117,556.077324,101187
13.0,2093,567.178796,103280
38.0,2021,577.757261,105301
28.0,2121,588.912839,107422
24.0,2099,599.886378,109521
25.0,2113,611.030102,111634
15.0,2074,622.032889,113708
28.0,2121,633.290058,115829
18.0,2100,644.346623,117929
22.0,2104,655.349651,120033
19.0,2100,666.535975,122133
21.0,2110,677.667914,124243
30.0,2151,689.052633,126394
25.0,2119,700.246989,128513
34.0,2133,711.616367,130646
19.0,2104,722.766742,132750
16.0,2088,733.794119,134838
16.0,2096,744.796954,136934
25.0,2143,756.061096,139077
27.0,2127,767.306496,141204
19.0,2111,778.543342,143315
25.0,2119,789.827722,145434
26.0,2115,801.032934,147549
26.0,2105,812.227663,149654
24.0,2096,823.366285,151750
20.0,2133,834.721087,153883
24.0,2086,845.666978,155969
29.0,2146,857.021186,158115
19.0,2104,868.027788,160219
23.0,2112,879.137548,162331
30.0,2103,890.251178,164434
19.0,2102,901.193895,166536
21.0,2080,912.336024,168616
24.0,2073,923.35522,170689
21.0,2104,934.447895,172793
27.0,2112,945.687139,174905
27.0,2117,956.859877,177022
26.0,2114,968.016254,179136
17.0,2104,979.112311,181240
22.0,2109,990.134731,183349
18.0,2088,1001.111495,185437
18.0,2112,1012.10018,187549
18.0,2104,1023.071295,189653
30.0,2110,1034.197084,191763
18.0,2117,1045.36239,193880
27.0,2095,1056.274735,195975
22.0,2101,1067.249828,198076
36.0,2108,1078.312301,200184
28.0,2111,1089.548912,202295
27.0,2115,1100.627146,204410
14.0,2083,1111.605721,206493
31.0,2122,1122.732526,208615
25.0,2111,1133.731925,210726
30.0,2110,1144.79419,212836
24.0,2099,1155.860762,214935
18.0,2080,1166.710939,217015
24.0,2093,1177.615709,219108
21.0,2091,1188.575665,221199
15.0,2078,1199.36369,223277
13.0,2069,1210.255793,225346
29.0,2107,1221.332014,227453
34.0,2015,1231.855145,229468
29.0,2113,1243.01373,231581
15.0,2069,1253.905423,233650
17.0,2084,1264.76307,235734
22.0,2128,1277.20557,237862
24.0,2097,1288.26496,239959
24.0,2128,1299.422162,242087
22.0,2120,1310.582246,244207
31.0,2093,1321.639214,246300
33.0,2123,1332.690657,248423
25.0,2116,1343.814045,250539
27.0,2134,1354.916139,252673
25.0,2118,1366.061462,254791
28.0,2093,1377.139436,256884
29.0,2123,1388.279714,259007
27.0,2139,1399.577617,261146
30.0,2117,1410.64469,263263
24.0,2125,1421.755302,265388
27.0,2115,1432.92278,267503
36.0,2119,1443.981441,269622
29.0,2095,1454.929351,271717
30.0,2114,1466.08923,273831
25.0,2122,1477.228229,275953
21.0,2077,1488.118834,278030
18.0,2102,1499.29722,280132
24.0,2088,1510.265445,282220
27.0,2095,1521.431398,284315
33.0,2121,1532.651382,286436
28.0,2116,1543.84695,288552
18.0,2072,1554.81051,290624
21.0,2069,1565.636968,292693
23.0,2100,1576.734626,294793
27.0,2094,1587.70176,296887
27.0,2123,1598.726164,299010
25.0,2132,1610.046036,301142
20.0,2081,1620.998736,303223
33.0,2119,1632.03481,305342
30.0,2143,1643.264329,307485
18.0,2080,1654.282229,309565
22.0,2132,1665.529902,311697
24.0,2115,1676.744764,313812
21.0,2094,1687.835467,315906
24.0,2105,1698.836966,318011
15.0,2121,1710.042976,320132
25.0,2092,1720.973726,322224
19.0,2081,1731.90568,324305
16.0,2077,1742.859462,326382
27.0,2103,1753.891776,328485
22.0,2090,1764.903931,330575
28.0,2127,1776.054001,332702
20.0,2118,1787.162577,334820
32.0,1994,1797.661735,336814
21.0,2082,1808.699855,338896
21.0,2099,1819.78592,340995
31.0,2114,1831.030005,343109
33.0,2109,1842.198702,345218
27.0,2119,1853.247325,347337
10.0,2073,1864.281968,349410
18.0,2080,1875.216915,351490
23.0,2126,1886.508944,353616
24.0,2109,1897.603935,355725
22.0,2114,1908.750988,357839
16.0,2098,1919.88086,359937
23.0,2127,1931.159855,362064
30.0,2126,1942.471534,364190
17.0,2102,1953.622889,366292
24.0,2105,1964.70638,368397
30.0,2104,1975.751085,370501
22.0,2101,1986.937725,372602
28.0,2111,1997.991023,374713
30.0,2138,2009.285796,376851
25.0,2105,2020.461296,378956
28.0,2109,2031.565531,381065
18.0,2086,2042.909203,383151
27.0,2107,2054.146032,385258
27.0,2108,2065.1717,387366
30.0,2117,2076.312723,389483
30.0,2103,2087.405583,391586
37.0,2140,2098.679662,393726
27.0,2093,2109.657851,395819
11.0,2081,2120.739882,397900
27.0,2108,2131.941127,400008
20.0,2101,2143.041226,402109
22.0,2103,2154.097376,404212
24.0,2105,2165.183308,406317
20.0,2115,2176.452406,408432
31.0,2139,2187.675144,410571
25.0,2136,2198.950048,412707
15.0,2100,2210.174043,414807
30.0,2117,2221.378735,416924
27.0,2111,2232.420386,419035
23.0,2141,2243.703838,421176
25.0,2138,2254.916452,423314
27.0,2087,2265.850719,425401
25.0,2113,2277.051705,427514
28.0,2127,2288.237246,429641
22.0,2089,2299.31892,431730
29.0,2103,2310.352102,433833
18.0,2098,2321.528414,435931
28.0,2114,2332.657595,438045
21.0,2100,2343.818303,440145
27.0,2127,2355.183372,442272
27.0,2122,2366.412139,444394
28.0,2084,2377.331888,446478
28.0,2087,2388.353904,448565
14.0,2074,2399.292688,450639
30.0,2129,2410.502664,452768
14.0,2076,2421.551174,454844
30.0,2128,2432.867371,456972
24.0,2108,2444.036126,459080
21.0,2086,2455.178433,461166
20.0,2122,2466.334026,463288
21.0,2100,2477.421569,465388
31.0,2141,2488.682582,467529
26.0,2124,2499.894174,469653
28.0,2095,2510.934458,471748
18.0,2106,2522.068015,473854
21.0,2073,2532.965583,475927
15.0,2113,2544.037083,478040
35.0,2154,2555.428615,480194
24.0,2106,2566.60367,482300
21.0,2089,2577.614041,484389
24.0,2117,2588.825755,486506
19.0,2102,2599.847491,488608
17.0,2107,2610.950114,490715
25.0,2129,2622.199212,492844
22.0,2107,2633.246313,494951
18.0,2091,2644.246738,497042
13.0,2090,2655.149203,499132
19.0,2083,2666.371609,501215
22.0,2134,2677.807189,503349
17.0,2098,2688.914023,505447
21.0,2097,2700.026979,507544
24.0,2107,2711.125995,509651
28.0,2095,2722.099637,511746
25.0,2105,2733.199057,513851
28.0,2121,2744.391988,515972
18.0,2083,2755.490846,518055
28.0,2140,2766.825923,520195
24.0,2117,2778.05818,522312
21.0,2085,2789.113706,524397
17.0,2101,2800.217759,526498
21.0,2072,2811.143278,528570
24.0,2118,2822.283922,530688
26.0,2106,2833.388748,532794
26.0,2096,2844.429103,534890
25.0,2148,2855.702275,537038
20.0,2127,2866.83743,539165
23.0,2112,2878.04588,541277
18.0,2129,2889.379071,543406
28.0,2133,2900.72075,545539
26.0,2100,2911.848828,547639
27.0,2099,2922.925619,549738
