total_timesteps,policy_entropy,nupdates,fps,value_loss,explained_variance
2864000,2.4748752117156982,143200,699,0.09280335903167725,0.8369589000940323
2866000,2.4843595027923584,143300,699,0.0019649339374154806,0.9668781384825706
2868000,2.493718385696411,143400,699,0.0011316759046167135,0.9726153519004583
2870000,2.4575371742248535,143500,699,0.14424152672290802,0.7540420442819595
2872000,2.4912490844726562,143600,699,0.0010480816708877683,0.9621252790093422
2874000,2.483015775680542,143700,699,0.14445903897285461,0.7651226371526718
2876000,2.475856065750122,143800,699,0.008789556100964546,0.981225423514843
2878000,2.4754550457000732,143900,699,0.822080135345459,0.3869215250015259
2880000,2.4863643646240234,144000,699,0.0033418857492506504,0.9745662175118923
2882000,2.494570255279541,144100,699,0.06396306306123734,0.4648916721343994
2884000,2.4738919734954834,144200,699,0.005535878241062164,0.9688698705285788
2886000,2.4986507892608643,144300,699,0.002739514224231243,0.9425281994044781
2888000,2.5020880699157715,144400,699,0.0019980082288384438,0.9436614699661732
2890000,2.4751651287078857,144500,699,0.0038030289579182863,0.9930038820020854
2892000,2.4866092205047607,144600,699,0.051221102476119995,0.7196347713470459
2894000,2.4796206951141357,144700,699,0.11783738434314728,0.8566417992115021
2896000,2.4792866706848145,144800,699,0.11688210070133209,0.836001068353653
2898000,2.470916986465454,144900,699,0.16728731989860535,0.8851420804858208
2900000,2.4753756523132324,145000,699,0.02058769389986992,0.9730178192257881
2902000,2.4618659019470215,145100,699,0.09945707023143768,0.8019051402807236
2904000,2.4908535480499268,145200,699,0.01401991955935955,0.9646838754415512
2906000,2.4831957817077637,145300,699,0.07228772342205048,0.7638591229915619
2908000,2.487741470336914,145400,699,0.5189403295516968,0.004359066486358643
2910000,2.4636030197143555,145500,699,0.019302552565932274,0.9489454180002213
2912000,2.4749457836151123,145600,699,0.04317567124962807,0.8450257629156113
2914000,2.439234972000122,145700,699,0.325796902179718,0.6162936389446259
2916000,2.390408992767334,145800,699,0.07778896391391754,0.9310167580842972
2918000,2.466203212738037,145900,699,0.06792400777339935,0.707529753446579
2920000,2.4657108783721924,146000,699,0.10172182321548462,0.5225894451141357
2922000,2.475801944732666,146100,699,0.013425199314951897,0.9402547888457775
2924000,2.4868171215057373,146200,699,0.005459669046103954,0.9909863015636802
2926000,2.4744203090667725,146300,699,0.031026458367705345,0.8961108475923538
2928000,2.4993135929107666,146400,699,0.018361996859312057,0.6945718228816986
2930000,2.4890353679656982,146500,699,0.005678704474121332,0.9906594092026353
2932000,2.423919677734375,146600,699,0.023704733699560165,0.9911763099953532
2934000,2.471076250076294,146700,699,0.03745118901133537,0.8770707696676254
2936000,2.5050346851348877,146800,699,0.001131081604398787,0.9770347811281681
2938000,2.4925105571746826,146900,699,0.0006786206504330039,0.9882121263071895
2940000,2.461045265197754,147000,699,0.008827844634652138,0.9902244554832578
2942000,2.3999531269073486,147100,699,0.020638884976506233,0.9698429200798273
2944000,2.4919116497039795,147200,699,0.0019924440421164036,0.9705587886273861
2946000,2.498469591140747,147300,699,0.0015238502528518438,0.9475133046507835
2948000,2.496119976043701,147400,699,0.009715543128550053,0.36276090145111084
2950000,2.499884843826294,147500,699,0.007403437048196793,0.916937343776226
2952000,2.4958980083465576,147600,699,0.009399501606822014,0.913833849132061
2954000,2.4878368377685547,147700,699,0.003168489085510373,0.9816020485013723
2956000,2.493814706802368,147800,699,0.00206775008700788,0.9769924189895391
2958000,2.4977688789367676,147900,699,0.6299699544906616,-0.3256235122680664
2960000,2.432605504989624,148000,699,0.04996601492166519,0.8626276701688766
2962000,2.48219633102417,148100,700,0.0298656914383173,0.5925111770629883
2964000,2.4732890129089355,148200,700,0.35027724504470825,0.6860089898109436
2966000,2.460165500640869,148300,700,0.07719159871339798,0.9207461848855019
2968000,2.4313855171203613,148400,700,0.03872715309262276,0.9015738517045975
2970000,2.482989549636841,148500,700,0.005048756487667561,0.9858902795240283
2972000,2.4559173583984375,148600,700,0.027253618463873863,0.9451541416347027
2974000,2.3930630683898926,148700,700,0.016579274088144302,0.9844257868826389
2976000,2.487560987472534,148800,700,0.005450896918773651,0.9718021340668201
2978000,2.4229540824890137,148900,700,0.04175518453121185,0.7283477783203125
2980000,2.4286999702453613,149000,700,0.06972579658031464,0.942524503916502
2982000,2.4096856117248535,149100,700,0.012016457505524158,0.9733530431985855
2984000,2.5009615421295166,149200,700,0.012411764822900295,0.8531472235918045
2986000,2.4911224842071533,149300,700,0.12336736917495728,0.2524675130844116
2988000,2.476243495941162,149400,700,0.00489850016310811,0.9793266728520393
2990000,2.447152614593506,149500,700,0.045972272753715515,0.10833775997161865
2992000,2.485509157180786,149600,700,0.02944185957312584,0.669927567243576
2994000,2.3861775398254395,149700,700,0.09788672626018524,0.4739025831222534
2996000,2.4770216941833496,149800,700,0.021173452958464622,0.8628050684928894
2998000,2.498736619949341,149900,700,0.00043006674968637526,0.9553455859422684
3000000,2.4856319427490234,150000,700,0.01892806403338909,0.7929316163063049
3002000,2.442220687866211,150100,700,0.031740833073854446,0.7195393741130829
3004000,2.427678346633911,150200,700,0.04002904146909714,0.9403491578996181
3006000,2.487201452255249,150300,700,0.12980955839157104,0.4096081852912903
3008000,2.3615450859069824,150400,700,0.037937045097351074,0.9659061506390572
3010000,2.4346959590911865,150500,700,0.003126210765913129,0.9857532121241093
3012000,2.4212844371795654,150600,700,0.098624087870121,0.6536059081554413
3014000,2.467195987701416,150700,700,0.0030122024472802877,0.9812698978930712
3016000,2.467918872833252,150800,700,0.0019147275015711784,0.9960647155530751
3018000,2.4716362953186035,150900,700,0.08488187193870544,0.8743752092123032
3020000,2.4949872493743896,151000,700,0.0017833036836236715,0.9569302871823311
3022000,2.4854846000671387,151100,700,0.025683796033263206,0.7861377596855164
3024000,2.473059892654419,151200,700,0.026799971237778664,0.9024235978722572
3026000,2.452989101409912,151300,700,0.0032049580477178097,0.9908636445179582
3028000,2.4800753593444824,151400,700,0.0024258983321487904,0.9827071167528629
3030000,2.4669342041015625,151500,700,0.00321655604057014,0.9910441180691123
3032000,2.4485585689544678,151600,700,0.03266286849975586,0.9137356951832771
3034000,2.463776111602783,151700,700,0.05647503212094307,0.8208248913288116
3036000,2.471205949783325,151800,700,0.029265355318784714,0.9268612936139107
3038000,2.483424425125122,151900,700,0.003190557239577174,0.9746158216148615
3040000,2.477827548980713,152000,700,0.005112588405609131,0.9956081951968372
3042000,2.4492313861846924,152100,700,0.0015722261741757393,0.9983217689441517
3044000,2.480482578277588,152200,700,0.006736194249242544,0.9802665766328573
3046000,2.4500186443328857,152300,700,0.062051646411418915,0.8935039192438126
3048000,2.450212001800537,152400,700,0.16097316145896912,0.6408156454563141
3050000,2.4967331886291504,152500,700,0.001560520613566041,0.9080549255013466
3052000,2.4567933082580566,152600,700,0.0030593709088861942,0.9932564459741116
3054000,2.4824585914611816,152700,700,0.0030668284744024277,0.9758381750434637
3056000,2.475964069366455,152800,700,0.02475023828446865,0.2508339285850525
3058000,2.474069356918335,152900,700,0.002697206102311611,0.9786293171346188
3060000,2.379295825958252,153000,700,0.07205697149038315,0.242997407913208
3062000,2.480875015258789,153100,700,0.07210280001163483,0.7884586453437805
3064000,2.440877676010132,153200,700,0.005875338800251484,0.9839575495570898
3066000,2.437990188598633,153300,700,0.21804532408714294,0.08128941059112549
3068000,2.4698281288146973,153400,700,0.013418840244412422,0.9534722603857517
3070000,2.3881494998931885,153500,700,0.003315436188131571,0.9913901658728719
3072000,2.399775981903076,153600,700,0.07174196094274521,0.7367445826530457
3074000,2.442593574523926,153700,700,0.161634624004364,0.6913349032402039
3076000,2.3389830589294434,153800,700,0.11159805953502655,0.17866593599319458
3078000,2.4637985229492188,153900,700,0.06165624409914017,0.7322486937046051
3080000,2.455076217651367,154000,700,0.14074470102787018,0.6598336100578308
3082000,2.4585089683532715,154100,700,0.0067965141497552395,0.9682320654392242
3084000,2.4271228313446045,154200,700,0.012130462564527988,0.9327464401721954
3086000,2.4374659061431885,154300,700,0.02384387142956257,0.32148659229278564
3088000,2.4056484699249268,154400,700,0.004191847518086433,0.9743204042315483
3090000,2.4570565223693848,154500,700,0.006279020570218563,0.957926407456398
3092000,2.417632579803467,154600,700,0.012592995539307594,0.9314306303858757
3094000,2.3773460388183594,154700,700,0.02636280097067356,0.8922685757279396
3096000,2.4523205757141113,154800,700,0.059277039021253586,0.18402093648910522
3098000,2.3918251991271973,154900,700,0.08948298543691635,0.25540024042129517
3100000,2.4718704223632812,155000,700,0.002410006243735552,0.6481586992740631
3102000,2.4658641815185547,155100,700,0.0465189665555954,0.8012426793575287
3104000,2.4568417072296143,155200,700,0.02123536728322506,0.9069285988807678
3106000,2.433351516723633,155300,700,0.07893107831478119,0.6518393456935883
3108000,2.4654037952423096,155400,700,0.02419814094901085,0.727208137512207
3110000,2.460475206375122,155500,700,0.0024044965393841267,0.9866278721019626
3112000,2.414238452911377,155600,700,0.01037728600203991,0.8636586368083954
3114000,2.486658811569214,155700,700,0.001876101829111576,0.9514198750257492
3116000,2.456571578979492,155800,700,0.0026505454443395138,0.9750826302915812
3118000,2.4742231369018555,155900,700,0.0019065809901803732,0.9946189788170159
3120000,2.4677724838256836,156000,700,0.002706354483962059,0.9843365140259266
3122000,2.4249205589294434,156100,700,0.2909674644470215,0.46973782777786255
3124000,2.4904613494873047,156200,700,0.0008689784444868565,0.9899253221228719
3126000,2.4185996055603027,156300,700,0.023613203316926956,0.9136834144592285
3128000,2.448049545288086,156400,700,0.06847243010997772,0.7090382277965546
3130000,2.461761951446533,156500,700,0.013160104863345623,0.8680074214935303
3132000,2.4139392375946045,156600,700,0.0301225446164608,0.9322921633720398
3134000,2.403548002243042,156700,700,0.12521295249462128,0.887453243136406
3136000,2.4910480976104736,156800,700,0.0003968945820815861,0.9934843443334103
3138000,2.4827370643615723,156900,700,0.008052889257669449,0.3826864957809448
3140000,2.4738011360168457,157000,700,0.004253629129379988,0.9833725318312645
3142000,2.4542605876922607,157100,700,0.002940803300589323,0.9902723785489798
3144000,2.492431640625,157200,700,0.0017832431476563215,0.9253782704472542
3146000,2.379809856414795,157300,700,0.23383519053459167,0.7494613826274872
3148000,2.486377000808716,157400,700,0.014588164165616035,0.6182514131069183
3150000,2.44193959236145,157500,700,0.005815641954541206,0.9848923636600375
3152000,2.4623522758483887,157600,700,0.03752722218632698,0.7486666440963745
3154000,2.490387439727783,157700,701,0.002240021713078022,0.9515052661299706
3156000,2.5002615451812744,157800,701,0.17861373722553253,0.45782071352005005
3158000,2.461609363555908,157900,701,0.04925144836306572,0.944126084446907
3160000,2.4607136249542236,158000,701,0.00438374187797308,0.9932776018977165
3162000,2.439882755279541,158100,701,0.013424396514892578,0.9674605429172516
3164000,2.4831433296203613,158200,701,0.0020557413809001446,0.9712688438594341
3166000,2.4695897102355957,158300,701,0.0011033533373847604,0.9977138962130994
3168000,2.409172534942627,158400,701,0.1774420142173767,0.23625332117080688
3170000,2.4796764850616455,158500,701,0.003028879640623927,0.9943453231826425
3172000,2.4926652908325195,158600,701,0.01504147332161665,0.8308169990777969
3174000,2.4605062007904053,158700,701,0.0020285258069634438,0.9918392952531576
3176000,2.4486091136932373,158800,701,0.0107266865670681,0.9779862612485886
3178000,2.446135997772217,158900,701,0.05267738178372383,0.8333457261323929
3180000,2.4469776153564453,159000,701,0.003230420174077153,0.9905549511313438
3182000,2.4444096088409424,159100,701,0.019713852554559708,0.942012682557106
3184000,2.4811744689941406,159200,701,0.0009963943157345057,0.9895236631855369
3186000,2.405129909515381,159300,701,0.006125025451183319,0.9538877345621586
3188000,2.478893518447876,159400,701,0.0018750460585579276,0.9928542315028608
3190000,2.4641990661621094,159500,701,0.004916043020784855,0.9857101831585169
3192000,2.420605182647705,159600,701,0.025164607912302017,0.9327377527952194
3194000,2.45755934715271,159700,701,0.0008558643748983741,0.9991069764364511
3196000,2.4886748790740967,159800,701,0.029206614941358566,0.7629584223031998
3198000,2.4796054363250732,159900,701,0.21453385055065155,-2.704287528991699
3200000,2.3928489685058594,160000,701,0.008348344825208187,0.9794640522450209
3202000,2.479074716567993,160100,701,0.028812289237976074,0.511000007390976
3204000,2.4773147106170654,160200,701,0.001243344391696155,0.9267443269491196
3206000,2.4246737957000732,160300,701,0.08265955001115799,0.6935205161571503
3208000,2.4860939979553223,160400,701,0.0022298176772892475,0.9614123590290546
3210000,2.467820405960083,160500,701,0.0021420603152364492,0.9963202069047838
3212000,2.4994728565216064,160600,701,0.0016187282744795084,0.9646626338362694
3214000,2.4553897380828857,160700,701,0.08275156468153,0.7675292640924454
3216000,2.463013172149658,160800,701,0.001417505438439548,0.9951210138387978
3218000,2.451296091079712,160900,701,0.0033193149138242006,0.9867161428555846
3220000,2.4556641578674316,161000,701,0.0019944573286920786,0.996167611097917
3222000,2.434126138687134,161100,701,0.004758581519126892,0.9753615837544203
3224000,2.46562123298645,161200,701,0.0007905475795269012,0.9979438069276512
3226000,2.4569172859191895,161300,701,0.04898689687252045,0.7834724187850952
3228000,2.473355770111084,161400,701,0.02966606616973877,0.7982184439897537
3230000,2.4842326641082764,161500,701,0.04044146090745926,0.525509774684906
3232000,2.4638006687164307,161600,701,0.003566274419426918,0.9805408660322428
3234000,2.4106013774871826,161700,701,0.11982180178165436,0.8804449066519737
3236000,2.446323871612549,161800,701,0.11503629386425018,0.7475655674934387
3238000,2.4022722244262695,161900,701,0.05063765496015549,0.8623033314943314
3240000,2.479064702987671,162000,701,0.0025658130180090666,0.976117929443717
3242000,2.4751944541931152,162100,701,0.004625390283763409,0.9139231070876122
3244000,2.4211044311523438,162200,701,0.019076522439718246,0.6301718652248383
3246000,2.4085702896118164,162300,701,0.041676901280879974,0.9308997318148613
3248000,2.4108383655548096,162400,701,0.03833725303411484,0.872787356376648
3250000,2.447319507598877,162500,701,0.1475074589252472,0.8637260794639587
3252000,2.4850480556488037,162600,701,0.02650652453303337,0.7420873939990997
3254000,2.3845338821411133,162700,701,0.008605586364865303,0.9831162411719561
3256000,2.445863723754883,162800,701,0.005551572889089584,0.9887665659189224
3258000,2.4368090629577637,162900,701,0.0079751405864954,0.9763591177761555
3260000,2.4867985248565674,163000,701,0.058145664632320404,0.2114320993423462
3262000,2.4353318214416504,163100,701,0.00963400024920702,0.9840160608291626
3264000,2.4421615600585938,163200,701,0.041738636791706085,0.9152449443936348
3266000,2.437405824661255,163300,701,0.48731812834739685,0.6887316107749939
3268000,2.466630458831787,163400,701,0.06328938156366348,0.632733941078186
3270000,2.506408214569092,163500,701,0.29056763648986816,-0.030380725860595703
3272000,2.4516777992248535,163600,701,0.0030197184532880783,0.9947436777874827
3274000,2.44498348236084,163700,701,0.013426038436591625,0.9844009885564446
3276000,2.4893958568573,163800,701,0.018400151282548904,0.6978473961353302
3278000,2.4723258018493652,163900,701,0.0016789112705737352,0.9930999744683504
3280000,2.448202610015869,164000,701,0.04787638038396835,0.9147117808461189
3282000,2.471794605255127,164100,701,0.0016012247651815414,0.9956718715839088
3284000,2.449425458908081,164200,701,0.01326800137758255,0.9040672481060028
3286000,2.4521608352661133,164300,701,0.009937701746821404,0.9796590227633715
3288000,2.4506306648254395,164400,701,0.1686592996120453,0.36440837383270264
3290000,2.451977252960205,164500,701,0.0868142619729042,0.3957661986351013
3292000,2.4513297080993652,164600,701,0.003147182520478964,0.978217551484704
3294000,2.4905807971954346,164700,701,0.002748870523646474,0.9659211225807667
3296000,2.440718650817871,164800,701,0.0018638859037309885,0.9935881146229804
3298000,2.4962472915649414,164900,701,0.0031484938226640224,0.9813312012702227
3300000,2.3814258575439453,165000,701,0.12078531086444855,0.4250754117965698
3302000,2.4642207622528076,165100,701,0.0021938481368124485,0.9945542686618865
3304000,2.4902656078338623,165200,701,0.13062931597232819,0.4907844066619873
3306000,2.472094774246216,165300,701,0.5137550830841064,-0.16240262985229492
3308000,2.457127809524536,165400,701,0.3152465522289276,0.476335346698761
3310000,2.486931800842285,165500,701,0.05936933681368828,0.44542044401168823
3312000,2.486995220184326,165600,701,0.0014699703315272927,0.8746016770601273
3314000,2.4750804901123047,165700,701,0.0401313379406929,0.9031573757529259
3316000,2.4741663932800293,165800,701,0.23163966834545135,0.374896764755249
3318000,2.4669294357299805,165900,701,0.006335638463497162,0.9699371755123138
3320000,2.481032609939575,166000,701,0.1361609250307083,0.524528294801712
3322000,2.4833102226257324,166100,701,0.002912155818194151,0.9849709952250123
3324000,2.4733147621154785,166200,701,0.0496513657271862,0.8857314735651016
3326000,2.488849639892578,166300,701,0.0008819828508421779,0.9751828666776419
3328000,2.495229721069336,166400,701,0.002280853921547532,0.9892704989761114
3330000,2.5084071159362793,166500,701,0.004820834379643202,0.9686256162822247
3332000,2.4630374908447266,166600,701,0.06600157171487808,0.8506343513727188
3334000,2.487985134124756,166700,701,0.07552934437990189,0.3218212127685547
3336000,2.4810385704040527,166800,701,0.01962391659617424,0.9650163576006889
3338000,2.4868714809417725,166900,701,0.001297827111557126,0.9974564276635647
3340000,2.500861644744873,167000,701,0.0014430976007133722,0.9945342387072742
3342000,2.4769833087921143,167100,701,0.09119771420955658,-14.426408767700195
3344000,2.4398841857910156,167200,701,0.018295183777809143,0.9918007012456656
3346000,2.4684834480285645,167300,701,0.0031313251238316298,0.9439887292683125
3348000,2.478847026824951,167400,701,0.0015354447532445192,0.9906169855967164
3350000,2.4615516662597656,167500,701,0.0030873725190758705,0.9893768355250359
3352000,2.461696147918701,167600,701,0.10191605985164642,0.13509654998779297
3354000,2.4424021244049072,167700,701,0.19426771998405457,-0.3282592296600342
3356000,2.4439921379089355,167800,701,0.003167418297380209,0.9971495107747614
3358000,2.4341330528259277,167900,701,0.010866756550967693,0.9554833471775055
3360000,2.460292100906372,168000,701,0.005571447312831879,0.9561202116310596
3362000,2.4560189247131348,168100,701,0.14261797070503235,0.7366915643215179
3364000,2.473768711090088,168200,701,0.0029060523957014084,0.938227366656065
3366000,2.465820550918579,168300,701,0.00275398138910532,0.9709833730012178
3368000,2.4449985027313232,168400,701,0.08660329878330231,0.7072261273860931
3370000,2.4891228675842285,168500,701,0.0016392755787819624,0.973594443872571
3372000,2.4321022033691406,168600,701,0.006559689529240131,0.9435063190758228
3374000,2.4804930686950684,168700,701,0.03634411841630936,0.867238238453865
3376000,2.4202358722686768,168800,701,0.018904168158769608,0.9481331706047058
3378000,2.4746499061584473,168900,701,0.1156935840845108,0.6174360513687134
3380000,2.4741463661193848,169000,701,0.0014839516952633858,0.9885382195934653
3382000,2.43998384475708,169100,701,0.0063140480779111385,0.978324081748724
3384000,2.461505651473999,169200,701,0.009326113387942314,0.9830841664224863
3386000,2.4899849891662598,169300,701,0.05438816547393799,0.41652655601501465
3388000,2.4851441383361816,169400,701,0.0010089125717058778,0.9978545207995921
3390000,2.437716007232666,169500,701,0.005086127202957869,0.9965777250472456
3392000,2.4777302742004395,169600,701,0.0034222672693431377,0.9308868497610092
3394000,2.492710590362549,169700,701,0.0022408515214920044,0.9792340267449617
3396000,2.4356493949890137,169800,701,0.0086611807346344,0.9821110237389803
3398000,2.4901106357574463,169900,702,0.10502108186483383,0.4460861086845398
3400000,2.4547295570373535,170000,702,0.03799135982990265,-0.01127934455871582
3402000,2.481759548187256,170100,702,0.0029859859496355057,0.9406208768486977
3404000,2.437342882156372,170200,702,0.01389535516500473,0.950581893324852
3406000,2.473228931427002,170300,702,0.020687196403741837,0.9471312090754509
3408000,2.4935193061828613,170400,702,0.006536314729601145,0.9728818908333778
3410000,2.455205202102661,170500,702,0.06090513616800308,0.9400991201400757
3412000,2.4649999141693115,170600,702,0.0458512119948864,0.908338725566864
3414000,2.4372200965881348,170700,702,0.006928937043994665,0.9959343322552741
3416000,2.443526268005371,170800,702,0.003907579928636551,0.9961574366316199
3418000,2.4476547241210938,170900,702,0.002715921960771084,0.9979170698206872
3420000,2.440478563308716,171000,702,0.05860328674316406,0.8403732776641846
3422000,2.452882766723633,171100,702,0.08011982589960098,0.8098170012235641
3424000,2.4592654705047607,171200,702,0.05044093728065491,0.9410611800849438
3426000,2.477708339691162,171300,702,0.008749628439545631,0.984848934225738
3428000,2.46760892868042,171400,702,0.002082806546241045,0.9546437561511993
3430000,2.481335401535034,171500,702,0.002774616004899144,0.9020668566226959
3432000,2.4792282581329346,171600,702,0.0038831557612866163,0.7611025273799896
3434000,2.4881277084350586,171700,702,0.0016469008987769485,0.9885466657578945
3436000,2.4574122428894043,171800,702,0.012377874925732613,0.8645274043083191
3438000,2.453166961669922,171900,702,0.0042680068872869015,0.9938159501180053
3440000,2.485379934310913,172000,702,0.1968287229537964,-0.015077471733093262
3442000,2.4816431999206543,172100,702,0.002432596869766712,0.9711255058646202
3444000,2.465726137161255,172200,702,0.0029324099887162447,0.9900478087365627
3446000,2.442521333694458,172300,702,0.008334274403750896,0.988810895010829
3448000,2.4736413955688477,172400,702,0.1269385665655136,0.7064564526081085
3450000,2.486196517944336,172500,702,0.006487769074738026,0.9465170353651047
3452000,2.4624078273773193,172600,702,0.012200938537716866,0.7298812866210938
3454000,2.486422061920166,172700,702,0.15893518924713135,0.313356876373291
3456000,2.466766834259033,172800,702,0.04265361279249191,0.8947190493345261
3458000,2.4873812198638916,172900,702,0.00509674521163106,0.9718083050101995
3460000,2.4238739013671875,173000,702,0.5614100098609924,0.41173219680786133
3462000,2.4976258277893066,173100,702,0.001970882061868906,0.9933530380949378
3464000,2.48085355758667,173200,702,0.09779711067676544,0.9153421148657799
3466000,2.441725730895996,173300,702,0.02932182513177395,0.8157595545053482
3468000,2.4873719215393066,173400,702,0.04718750715255737,0.7489315569400787
3470000,2.503922939300537,173500,702,0.001553898211568594,0.9960613646544516
3472000,2.4103541374206543,173600,702,0.09127352386713028,0.8763463571667671
3474000,2.432279586791992,173700,702,0.09399531036615372,0.8895906358957291
3476000,2.4631705284118652,173800,702,0.00673617422580719,0.971946069970727
3478000,2.3912758827209473,173900,702,0.034950822591781616,0.9514321051537991
3480000,2.4699997901916504,174000,702,0.004302600864320993,0.9902423871681094
3482000,2.453502655029297,174100,702,0.0007894683512859046,0.9928537211380899
3484000,2.4078011512756348,174200,702,0.02956569567322731,0.9549371153116226
3486000,2.4553794860839844,174300,702,0.033258289098739624,0.8663391172885895
3488000,2.4358017444610596,174400,702,0.006528481841087341,0.9370503947138786
3490000,2.4733424186706543,174500,702,0.001707529998384416,0.9802580289542675
3492000,2.4449353218078613,174600,702,0.19848646223545074,0.7389185130596161
3494000,2.4487318992614746,174700,702,0.006112292408943176,0.9862716756761074
3496000,2.4343931674957275,174800,702,0.04987858608365059,0.9139790907502174
3498000,2.482243061065674,174900,702,0.04918723925948143,0.12689447402954102
3500000,2.481992483139038,175000,702,0.004384275991469622,0.9060926884412766
3502000,2.465604782104492,175100,702,0.038875970989465714,0.7393048703670502
3504000,2.468583106994629,175200,702,0.013254675082862377,0.9690493792295456
3506000,2.486452579498291,175300,702,0.0010408441303297877,0.9451185613870621
3508000,2.41744327545166,175400,702,0.0024824202992022038,0.996962510747835
3510000,2.4477057456970215,175500,702,0.30148845911026,0.3025381565093994
3512000,2.459982395172119,175600,702,0.004343055188655853,0.9877897137776017
3514000,2.4793601036071777,175700,702,0.1812305748462677,0.11888349056243896
3516000,2.488832712173462,175800,702,0.001136581995524466,0.7501199692487717
3518000,2.47943377494812,175900,702,0.003571687266230583,0.9577333033084869
3520000,2.473903179168701,176000,702,0.017937103286385536,0.9588690511882305
3522000,2.4601993560791016,176100,702,0.002249049488455057,0.9907131958752871
3524000,2.4952096939086914,176200,702,0.0012921199668198824,0.989883579313755
3526000,2.4874625205993652,176300,702,0.03765519708395004,0.7659719288349152
3528000,2.4691402912139893,176400,702,0.4182552695274353,-0.40792298316955566
3530000,2.4870100021362305,176500,702,0.00473581301048398,0.9473086260259151
3532000,2.479811191558838,176600,702,0.04770951718091965,0.5716283023357391
3534000,2.4578678607940674,176700,702,0.01685378886759281,0.9022303074598312
3536000,2.4415016174316406,176800,702,0.009013333357870579,0.9928643391467631
3538000,2.4487948417663574,176900,702,0.057825278490781784,0.8750064820051193
3540000,2.4759743213653564,177000,702,0.004332602955400944,0.9522813744843006
3542000,2.457443952560425,177100,702,0.012429323978722095,0.9123014211654663
3544000,2.4778871536254883,177200,702,0.05776231363415718,0.49572324752807617
3546000,2.485157012939453,177300,702,0.0037952251732349396,0.9716223087161779
3548000,2.4632058143615723,177400,702,0.008152673952281475,0.9871818013489246
3550000,2.4665253162384033,177500,702,0.005214023869484663,0.9940628032200038
3552000,2.4619510173797607,177600,702,0.01238316111266613,0.97157540358603
3554000,2.4973690509796143,177700,702,0.09413561224937439,0.8242586553096771
3556000,2.4879727363586426,177800,702,0.03320547565817833,0.9171412065625191
3558000,2.463881731033325,177900,702,0.10971476882696152,0.7537908256053925
3560000,2.444408416748047,178000,702,0.06902293860912323,0.9558542743325233
3562000,2.463594675064087,178100,702,0.028267046436667442,0.9148332327604294
3564000,2.492764711380005,178200,702,0.027650699019432068,0.5853656232357025
3566000,2.4063143730163574,178300,702,0.05950262024998665,0.9230404272675514
3568000,2.47615385055542,178400,702,0.023608373478055,0.8713486343622208
3570000,2.4691596031188965,178500,702,0.04542497545480728,0.8392363339662552
3572000,2.491590738296509,178600,702,0.009496231563389301,0.9333158135414124
3574000,2.4864132404327393,178700,702,0.0029376246966421604,0.9740294143557549
3576000,2.505049228668213,178800,702,0.002078929217532277,0.962361503392458
3578000,2.4655206203460693,178900,702,0.0022089786361902952,0.9936805833131075
3580000,2.476789951324463,179000,702,0.004877483006566763,0.9565935134887695
3582000,2.4750816822052,179100,702,0.22191162407398224,0.5119861364364624
3584000,2.4665236473083496,179200,702,0.0013843800406903028,0.9974941846448928
3586000,2.4620556831359863,179300,702,0.009058778174221516,0.9759320169687271
3588000,2.501957654953003,179400,702,0.03728710860013962,0.8826370090246201
3590000,2.412409543991089,179500,702,0.04401450604200363,0.8997669219970703
3592000,2.4919114112854004,179600,702,0.001568905427120626,0.9932539472356439
3594000,2.473454713821411,179700,702,0.25342729687690735,0.5933507084846497
3596000,2.4674830436706543,179800,702,0.0026343700010329485,0.9943047543056309
3598000,2.4780023097991943,179900,702,0.27832216024398804,-0.36469459533691406
3600000,2.448005199432373,180000,702,0.008285929448902607,0.9790339451283216
3602000,2.4317386150360107,180100,702,0.02207152359187603,0.9466378763318062
3604000,2.4863479137420654,180200,702,0.012818682007491589,0.9436459913849831
3606000,2.4761366844177246,180300,702,0.0012653268640860915,0.980663176625967
3608000,2.4004452228546143,180400,702,0.011474980972707272,0.9704167358577251
3610000,2.3958113193511963,180500,702,0.027266014367341995,0.9391696751117706
3612000,2.4709179401397705,180600,702,0.004247651435434818,0.977085467427969
3614000,2.229567766189575,180700,703,0.010750019922852516,0.9904971178621054
3616000,2.4983344078063965,180800,703,0.0008807305130176246,0.9621246494352818
3618000,2.452666997909546,180900,703,0.11520478874444962,0.815163791179657
3620000,2.4670798778533936,181000,703,0.023318130522966385,0.7782886773347855
3622000,2.4580624103546143,181100,703,0.032207388430833817,0.8476902693510056
3624000,2.4644651412963867,181200,703,0.001627981080673635,0.9824502412229776
3626000,2.452253580093384,181300,703,0.0032487281132489443,0.9657639637589455
3628000,2.4829142093658447,181400,703,0.000986031023785472,0.99072306137532
3630000,2.479966402053833,181500,703,0.03687877207994461,0.43583160638809204
3632000,2.4675140380859375,181600,703,0.0064361304976046085,0.982048112899065
3634000,2.4615142345428467,181700,703,0.14493730664253235,0.6930060684680939
3636000,2.4827017784118652,181800,703,0.006023467518389225,0.8889019414782524
3638000,2.4657561779022217,181900,703,0.07459553331136703,0.5061014294624329
3640000,2.446700096130371,182000,703,0.03458331525325775,0.8456367999315262
3642000,2.4383788108825684,182100,703,0.019790271297097206,0.9457610212266445
3644000,2.4691355228424072,182200,703,0.0030302212107926607,0.9841969422996044
